FID_Orig,longitude,latitude,education,income,povertylevel,pct_white,pct_black,pct_americanindianandalaskanativ,pct_asian,pct_nativehawaiianandotherpacifi,pct_someotherrace,pct_twoormoreraces,sale_year,parcel_distance,secchi,distance_shoreline,distance_nyc,distance_golf,distance_park,wateraccess,bayfront,waterhouse,parcel_area,parcel_length,fullbathrooms,totalbathrooms,totalbathroomsedited,totallivingarea,saleprice,.0025FMV,assessedvalue,valuedifference,soldmorethanonceinyear,soldmorethanonceovertheyears,saleacres,nmbofparcels,wqdistance,shorelinedistance,shorelinedistancedv3_1000,shorelinedistancedv1000_2000,shorelinedistancedv2000_3000,shorelinedistancedv3000_4000,wq_shorelinedistancecv,lnsecchi,lnsalesprice,lnsaleprice,wqshorelinedistancedv3_1000,wqshorelinedistancedv1000_2000,wqshorelinedistancedv2000_3000,wqshorelinedistancedv3000_4000,wqwateraccess,wqbayfront,wqwaterhouse,dv_2002,dv_2003,dv_2004,dv_2005,dv_2006,dv_2007,dv_2008,dv_2009,dv_2010,dv_2011,dv_2012,dv_2013,dv_2014,dv_2015
130177,-73.67606,40.65652,38.5714,92669,0,91.8295,6.39432,0,1.7762,0,0,0,2014,1921.635,1.416667,1813.932,4156.803,2348.793,788.0007,0,0,0,3647.351,300.7812,2,2,2,1450,267500,702,280800,-13300,0,0,0.09,1,2569.737,2,0,1,0,0,2.833333,0.3483067,12.49687,12.49687,0,1.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
154239,-73.72323,40.68079,43.5407,111076,0,42.0233,29.1829,0,21.7899,0,7.00389,0,2014,5467.708,1.333333,3136.084,210.1731,5856.153,2000.06,0,0,0,5065.727,301.3539,4,4,4,2255,330000,701,280400,49600,0,0,0.12,1,4181.445,4,0,0,0,1,5.333333,0.2876821,12.70685,12.70685,0,0,0,1.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112143,-73.72195,40.68092,43.5407,111076,0,42.0233,29.1829,0,21.7899,0,7.00389,0,2015,5430.099,1,3152.079,318.5575,5817.609,1895.971,0,0,0,4585.472,291.5875,2,2,2,1528,370000,718,287200,82800,0,0,0.1,1,3152.079,4,0,0,0,1,4,0,12.82126,12.82126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112143,-73.72195,40.68092,43.5407,111076,0,42.0233,29.1829,0,21.7899,0,7.00389,0,2015,5430.099,1,3152.079,318.5575,5817.609,1895.971,0,0,0,4585.472,291.5875,2,2,2,1528,370000,718,287200,82800,0,0,0.1,1,3152.079,4,0,0,0,1,4,0,12.82126,12.82126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16176,-73.72474,40.68151,43.5407,111076,0,42.0233,29.1829,0,21.7899,0,7.00389,0,2014,5600.717,1.333333,3220.686,86.19985,5989.733,2139.267,0,0,0,5123.952,305.3954,1,1,1,1092,324800,582,232800,92000,0,0,0.12,1,4294.248,4,0,0,0,1,5.333333,0.2876821,12.69096,12.69096,0,0,0,1.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
127168,-73.72565,40.68235,43.5407,111076,0,42.0233,29.1829,0,21.7899,0,7.00389,0,2014,5719.583,1.333333,3314.703,13.07932,6108.751,2233.127,0,0,0,7080.281,358.0796,1,1,1,1459,225000,865,346000,-121000,0,0,0.18,1,4419.604,4,0,0,0,1,5.333333,0.2876821,12.32386,12.32386,0,0,0,1.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27629,-73.72208,40.68018,43.5407,111076,0,42.0233,29.1829,0,21.7899,0,7.00389,0,2015,5362.344,1,3069.316,304.6948,5750.321,1894.982,0,0,0,6814.852,328.0579,2,2,2,1109,448000,870,348000,100000,0,0,0.16,1,3069.316,4,0,0,0,1,4,0,13.01255,13.01255,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27629,-73.72208,40.68018,43.5407,111076,0,42.0233,29.1829,0,21.7899,0,7.00389,0,2015,5362.344,1,3069.316,304.6948,5750.321,1894.982,0,0,0,6814.852,328.0579,2,2,2,1109,448000,870,348000,100000,0,0,0.16,1,3069.316,4,0,0,0,1,4,0,13.01255,13.01255,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110461,-73.71954,40.67859,43.5407,111076,0,42.0233,29.1829,0,21.7899,0,7.00389,0,2014,5105.397,1.333333,2905.035,537.6985,5492.272,1666.216,0,0,0,8177.489,493.9008,1,1,1,1210,299900,581,232400,67500,0,0,0.19,1,3873.38,3,0,0,1,0,4,0.2876821,12.6112,12.6112,0,0,1.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
102819,-73.68764,40.67627,32.5495,106250,3.233256,70.9007,18.7067,0,3.69515,0,6.69746,0,2013,4227.644,1.083333,3617.849,3246.015,4336.14,406.1379,0,0,0,7039.461,382.2165,1,1,1,1092,375000,684,273600,101400,0,0,0.16,1,3919.337,4,0,0,0,1,4.333333,0.0800427,12.83468,12.83468,0,0,0,1.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55930,-73.68953,40.67575,32.5495,106250,3.233256,70.9007,18.7067,0,3.69515,0,6.69746,0,2013,4236.113,1.083333,3712.046,3094.026,4504.953,311.1062,0,0,0,4166.246,292.9761,2,2,2,1109,302000,863,345200,-43200,0,0,0.09,1,4021.383,4,0,0,0,1,4.333333,0.0800427,12.61818,12.61818,0,0,0,1.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
149717,-73.67715,40.67047,50.9615,119423,11.76471,100,0,0,0,0,0,0,2015,3210.617,1,2521.787,4217.131,3803.288,824.1213,0,0,0,4999.873,300.0055,1,1,1,612,395000,780,312000,83000,0,0,0.12,1,2521.787,3,0,0,1,0,3,0,12.88664,12.88664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149717,-73.67715,40.67047,50.9615,119423,11.76471,100,0,0,0,0,0,0,2015,3210.617,1,2521.787,4217.131,3803.288,824.1213,0,0,0,4999.873,300.0055,1,1,1,612,395000,780,312000,83000,0,0,0.12,1,2521.787,3,0,0,1,0,3,0,12.88664,12.88664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33174,-73.68341,40.66686,50.9615,119423,11.76471,100,0,0,0,0,0,0,2014,3181.952,1.416667,2767.37,3738.007,3555.955,506.3934,0,0,0,4000.169,280.0163,2,2,2,1301,343000,719,287600,55400,0,0,0.09,1,3920.441,3,0,0,1,0,4.25,0.3483067,12.74549,12.74549,0,0,1.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58141,-73.70089,40.67638,35.2014,109750,0,56.5657,40.7407,0,0,0,0,2.6936,2013,4366.356,1.083333,3229.859,2131.358,4720.494,172.0176,0,0,0,5077.943,303.2822,1,1,1,1270,331000,636,254400,76600,0,0,0.12,1,3499.014,4,0,0,0,1,4.333333,0.0800427,12.70987,12.70987,0,0,0,1.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22203,-73.70085,40.67622,35.2014,109750,0,56.5657,40.7407,0,0,0,0,2.6936,2015,4348.021,1,3216.981,2136.713,4702.163,186.1906,0,0,0,6994.444,335.3789,1,1,1,1848,341000,692,276800,64200,0,0,0.15,1,3216.981,4,0,0,0,1,4,0,12.73964,12.73964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22203,-73.70085,40.67622,35.2014,109750,0,56.5657,40.7407,0,0,0,0,2.6936,2015,4348.021,1,3216.981,2136.713,4702.163,186.1906,0,0,0,6994.444,335.3789,1,1,1,1848,341000,692,276800,64200,0,0,0.15,1,3216.981,4,0,0,0,1,4,0,12.73964,12.73964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141106,-73.70159,40.67666,35.2014,109750,0,56.5657,40.7407,0,0,0,0,2.6936,2013,4407.083,1.083333,3222.14,2069.227,4763.096,187.9412,0,0,0,11616.89,504.5737,1,1,1,1268,417000,545,218000,199000,0,0,0.22,1,3490.652,4,0,0,0,1,4.333333,0.0800427,12.94084,12.94084,0,0,0,1.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
169811,-73.70203,40.67789,43.4889,88516,3.41556,72.1063,15.7495,0,10.0569,0,0,2.08729,2015,4548.878,1,3317.797,2017.047,4905.189,184.5145,0,0,0,10089.14,453.8097,2,2,2,1337,380000,699,279600,100400,0,0,0.17,1,3317.797,4,0,0,0,1,4,0,12.84793,12.84793,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
169811,-73.70203,40.67789,43.4889,88516,3.41556,72.1063,15.7495,0,10.0569,0,0,2.08729,2015,4548.878,1,3317.797,2017.047,4905.189,184.5145,0,0,0,10089.14,453.8097,2,2,2,1337,380000,699,279600,100400,0,0,0.17,1,3317.797,4,0,0,0,1,4,0,12.84793,12.84793,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41792,-73.72272,40.66869,24.2178,107589,13.57341,34.349,33.241,0,22.7147,0,9.69529,0,2013,4313.855,1.083333,1793.137,452.1829,4705.237,1346.959,0,0,0,5001.931,299.2663,1,2,1.5,1248,410000,928,371200,38800,0,0,0.12,1,1942.565,2,0,1,0,0,2.166667,0.0800427,12.92391,12.92391,0,1.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167661,-73.7228,40.66843,24.2178,107589,13.57341,34.349,33.241,0,22.7147,0,9.69529,0,2015,4293.702,1,1763.236,450.3965,4679.457,1338.66,0,0,0,4968.229,298.8513,2,3,2.5,2020,265000,722,288800,-23800,0,0,0.12,1,1763.236,2,0,1,0,0,2,0,12.48748,12.48748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
167661,-73.7228,40.66843,24.2178,107589,13.57341,34.349,33.241,0,22.7147,0,9.69529,0,2015,4293.702,1,1763.236,450.3965,4679.457,1338.66,0,0,0,4968.229,298.8513,2,3,2.5,2020,265000,722,288800,-23800,0,0,0.12,1,1763.236,2,0,1,0,0,2,0,12.48748,12.48748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60620,-73.70409,40.67353,39.6266,82209,9.5,65.75,0,0,26,0,4.5,3.75,2015,4112.79,1,2815.691,1920.74,4478.544,467.9351,0,0,0,4929.183,298.3014,1,1,1,1109,360000,766,306400,53600,0,0,0.12,1,2815.691,3,0,0,1,0,3,0,12.79386,12.79386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60620,-73.70409,40.67353,39.6266,82209,9.5,65.75,0,0,26,0,4.5,3.75,2015,4112.79,1,2815.691,1920.74,4478.544,467.9351,0,0,0,4929.183,298.3014,1,1,1,1109,360000,766,306400,53600,0,0,0.12,1,2815.691,3,0,0,1,0,3,0,12.79386,12.79386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124970,-73.70317,40.67339,39.6266,82209,9.5,65.75,0,0,26,0,4.5,3.75,2014,4079.427,1.333333,2847.298,1999.741,4442.81,388.8809,0,0,0,6424.976,356.5371,1,1,1,1120,375950,906,362400,13550,0,0,0.15,1,3796.397,3,0,0,1,0,4,0.2876821,12.83721,12.83721,0,0,1.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
181437,-73.70332,40.67288,39.6266,82209,9.5,65.75,0,0,26,0,4.5,3.75,2013,4027.601,1.083333,2794.652,2001.972,4391.858,391.4598,0,0,0,12015.91,524.5074,2,2,2,1109,330000,863,345200,-15200,0,0,0.24,1,3027.54,3,0,0,1,0,3.25,0.0800427,12.70685,12.70685,0,0,1.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40506,-73.70419,40.67327,39.6266,82209,9.5,65.75,0,0,26,0,4.5,3.75,2013,4087.768,1.083333,2787.93,1919.673,4454.019,470.4169,0,0,0,4998.061,291.9854,1,1,1,1336,357500,608,243200,114300,0,0,0.11,1,3020.258,3,0,0,1,0,3.25,0.0800427,12.78689,12.78689,0,0,1.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
108812,-73.70295,40.67245,39.6266,82209,9.5,65.75,0,0,26,0,4.5,3.75,2015,3973.267,1,2773.975,2043.813,4336.914,359.1638,0,0,0,9414.899,388.321,3,3,3,2443,325000,1153,461200,-136200,0,0,0.21,1,2773.975,3,0,0,1,0,3,0,12.69158,12.69158,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108812,-73.70295,40.67245,39.6266,82209,9.5,65.75,0,0,26,0,4.5,3.75,2015,3973.267,1,2773.975,2043.813,4336.914,359.1638,0,0,0,9414.899,388.321,3,3,3,2443,325000,1153,461200,-136200,0,0,0.21,1,2773.975,3,0,0,1,0,3,0,12.69158,12.69158,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
874,-73.70361,40.67424,39.6266,82209,9.5,65.75,0,0,26,0,4.5,3.75,2015,4179.6,1,2903.821,1941.388,4543.403,450.367,0,0,0,6608.361,363.3767,1,1,1,1109,506000,880,352000,154000,0,0,0.15,1,2903.821,3,0,0,1,0,3,0,13.13429,13.13429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123014,-73.70948,40.68539,43.4389,101065,2.857143,8.16327,55.5102,0,14.2857,0,4.89796,17.1429,2013,5502.777,1.083333,3817.72,1380.978,5759.272,1148.333,0,0,0,7430.535,346.659,1,1,1,1210,300000,707,282800,17200,0,0,0.18,1,4135.864,4,0,0,0,1,4.333333,0.0800427,12.61154,12.61154,0,0,0,1.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44850,-73.70982,40.68624,43.4389,101065,2.857143,8.16327,55.5102,0,14.2857,0,4.89796,17.1429,2013,5601.732,1.083333,3900.308,1359.135,5732.647,1236.12,0,0,0,8035.578,391.0244,1,1,1,1260,265000,585,234000,31000,0,0,0.2,1,4225.334,4,0,0,0,1,4.333333,0.0800427,12.48748,12.48748,0,0,0,1.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
148637,-73.70756,40.67754,35.2014,109750,0,56.5657,40.7407,0,0,0,0,2.6936,2015,4619.86,1,3060.988,1556.947,4990.213,651.8879,0,0,0,5550.203,311.5825,1,1,1,1146,396000,854,341600,54400,0,0,0.13,1,3060.988,4,0,0,0,1,4,0,12.88917,12.88917,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148637,-73.70756,40.67754,35.2014,109750,0,56.5657,40.7407,0,0,0,0,2.6936,2015,4619.86,1,3060.988,1556.947,4990.213,651.8879,0,0,0,5550.203,311.5825,1,1,1,1146,396000,854,341600,54400,0,0,0.13,1,3060.988,4,0,0,0,1,4,0,12.88917,12.88917,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92862,-73.7081,40.6772,35.2014,109750,0,56.5657,40.7407,0,0,0,0,2.6936,2014,4597.405,1.333333,3008.079,1515.637,4969.187,699.7171,0,0,0,5352.947,306.8091,2,2,2,1347,465000,972,388800,76200,0,0,0.12,1,4010.772,4,0,0,0,1,5.333333,0.2876821,13.04979,13.04979,0,0,0,1.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66997,-73.70791,40.67722,35.2014,109750,0,56.5657,40.7407,0,0,0,0,2.6936,2013,4594.843,1.083333,3016.904,1531.567,4966.207,683.2877,0,0,0,5413.544,307.8469,2,2,2,1347,390000,656,262400,127600,0,0,0.12,1,3268.312,4,0,0,0,1,4.333333,0.0800427,12.8739,12.8739,0,0,0,1.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70494,-73.70752,40.67727,35.2014,109750,0,56.5657,40.7407,0,0,0,0,2.6936,2012,4589.95,1.357143,3034.866,1563.512,4960.46,650.3302,0,0,0,5378.981,306.7505,1,1,1,1182,359750,627,250800,108950,0,0,0.12,1,4118.747,4,0,0,0,1,5.428571,0.3053816,12.79316,12.79316,0,0,0,1.357143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64388,-73.70453,40.67703,35.2014,109750,0,56.5657,40.7407,0,0,0,0,2.6936,2012,4499.416,1.357143,3127.598,1817.724,4863.154,402.6542,0,0,0,4939.107,298.2597,2,3,2.5,1879,315000,737,294800,20200,0,0,0.12,1,4244.597,4,0,0,0,1,5.428571,0.3053816,12.66033,12.66033,0,0,0,1.357143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
76117,-73.70605,40.67919,43.4889,88516,3.41556,72.1063,15.7495,0,10.0569,0,0,2.08729,2013,4762.946,1.083333,3281.373,1664.602,5128.545,538.6824,0,0,0,6225.799,328.7262,2,2,2,1347,360000,829,331600,28400,0,0,0.14,1,3554.82,4,0,0,0,1,4.333333,0.0800427,12.79386,12.79386,0,0,0,1.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43591,-73.70475,40.6805,43.4889,88516,3.41556,72.1063,15.7495,0,10.0569,0,0,2.08729,2014,4878.479,1.333333,3459.57,1770.013,5239.961,493.1584,0,0,0,6353.86,331.6043,2,2,2,1347,328000,725,290000,38000,0,0,0.14,1,4612.76,4,0,0,0,1,5.333333,0.2876821,12.70077,12.70077,0,0,0,1.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
59004,-73.70723,40.67846,43.4889,88516,3.41556,72.1063,15.7495,0,10.0569,0,0,2.08729,2015,4710.396,1,3165.343,1572.717,5079.262,626.5353,0,0,0,5957.408,318.7437,2,2,2,1449,266000,813,325200,-59200,0,0,0.14,1,3165.343,4,0,0,0,1,4,0,12.49125,12.49125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59004,-73.70723,40.67846,43.4889,88516,3.41556,72.1063,15.7495,0,10.0569,0,0,2.08729,2015,4710.396,1,3165.343,1572.717,5079.262,626.5353,0,0,0,5957.408,318.7437,2,2,2,1449,266000,813,325200,-59200,0,0,0.14,1,3165.343,4,0,0,0,1,4,0,12.49125,12.49125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109047,-73.70479,40.67861,43.4889,88516,3.41556,72.1063,15.7495,0,10.0569,0,0,2.08729,2015,4675.201,1,3271.187,1775.926,5038.277,422.6836,0,0,0,6044.262,321.1228,2,2,2,1184,375000,780,312000,63000,0,0,0.14,1,3271.187,4,0,0,0,1,4,0,12.83468,12.83468,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109047,-73.70479,40.67861,43.4889,88516,3.41556,72.1063,15.7495,0,10.0569,0,0,2.08729,2015,4675.201,1,3271.187,1775.926,5038.277,422.6836,0,0,0,6044.262,321.1228,2,2,2,1184,375000,780,312000,63000,0,0,0.14,1,3271.187,4,0,0,0,1,4,0,12.83468,12.83468,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
163951,-73.70154,40.67804,43.4889,88516,3.41556,72.1063,15.7495,0,10.0569,0,0,2.08729,2013,4557.426,1.083333,3353.562,2056.381,4912.221,143.5424,0,0,0,6283.407,328.8662,2,2,2,2148,352500,590,236000,116500,0,0,0.14,2,3633.026,4,0,0,0,1,4.333333,0.0800427,12.77281,12.77281,0,0,0,1.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
126737,-73.70024,40.6777,43.4889,88516,3.41556,72.1063,15.7495,0,10.0569,0,0,2.08729,2013,4502.171,1.083333,3382.018,2169.615,4853.334,32.92999,0,0,0,7943.363,380.1282,2,2,2,1622,460000,722,288800,171200,0,0,0.18,1,3663.853,4,0,0,0,1,4.333333,0.0800427,13.03898,13.03898,0,0,0,1.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47157,-73.70435,40.67797,43.4889,88516,3.41556,72.1063,15.7495,0,10.0569,0,0,2.08729,2015,4597.379,1,3225.872,1820.745,4959.883,381.2892,0,0,0,7139.9,340.4179,2,2,2,1374,200000,655,262000,-62000,0,0,0.14,1,3225.872,4,0,0,0,1,4,0,12.20607,12.20607,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47157,-73.70435,40.67797,43.4889,88516,3.41556,72.1063,15.7495,0,10.0569,0,0,2.08729,2015,4597.379,1,3225.872,1820.745,4959.883,381.2892,0,0,0,7139.9,340.4179,2,2,2,1374,200000,655,262000,-62000,0,0,0.14,1,3225.872,4,0,0,0,1,4,0,12.20607,12.20607,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146179,-73.71433,40.67929,49.3126,140333,3.298153,28.8918,57.7836,0,10.9499,0,2.37467,0,2014,4994.112,1.333333,3056.248,965.4475,5374.779,1233.011,0,0,0,7196.152,343.1471,3,3,3,2093,314250,788,315200,-950,0,0,0.16,1,4074.997,4,0,0,0,1,5.333333,0.2876821,12.65794,12.65794,0,0,0,1.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
123027,-73.71676,40.67694,18.7773,69398,12.46291,49.5549,37.3887,0,8.60534,0,1.78042,2.67062,2013,4837.449,1.083333,2757.125,792.4595,5222.734,1432.032,0,0,0,7609.149,415.0987,2,2,2,1338,225000,878,351200,-126200,0,0,0.17,1,2986.886,3,0,0,1,0,3.25,0.0800427,12.32386,12.32386,0,0,1.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10770,-73.71346,40.68053,49.3126,140333,3.298153,28.8918,57.7836,0,10.9499,0,2.37467,0,2015,5095.091,1,3207.731,1034.255,5473.563,1182.896,0,0,0,5564.801,311.0014,3,3,3,1842,360500,926,370400,-9900,0,0,0.13,1,3207.731,4,0,0,0,1,4,0,12.79525,12.79525,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23874,-73.71326,40.68024,49.3126,140333,3.298153,28.8918,57.7836,0,10.9499,0,2.37467,0,2013,5058.277,1.083333,3180.143,1050.792,5436.675,1159.165,0,0,0,5345.257,307.788,1,1,1,1203,345000,780,312000,33000,0,0,0.12,1,3445.155,4,0,0,0,1,4.333333,0.0800427,12.7513,12.7513,0,0,0,1.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
163969,-73.70184,40.67183,45.4006,110575,0,31.1864,51.1864,0,9.49153,0,8.13559,0,2013,3885.933,1.083333,2778.472,2151.684,4246.878,261.0977,0,0,0,5901.849,337.2146,2,2,2,1431,355000,861,344400,10600,0,0,0.14,1,3010.011,3,0,0,1,0,3.25,0.0800427,12.77987,12.77987,0,0,1.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
114293,-73.70201,40.67186,45.4006,110575,0,31.1864,51.1864,0,9.49153,0,8.13559,0,2012,3892.559,1.357143,2771.77,2136.376,4254.012,276.3771,0,0,0,5805.367,330.4147,1,1,1,1679,350000,718,287200,62800,0,0,0.13,1,3761.688,3,0,0,1,0,4.071428,0.3053816,12.76569,12.76569,0,0,1.357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
154208,-73.70078,40.67176,45.4006,110575,0,31.1864,51.1864,0,9.49153,0,8.13559,0,2014,3859.811,1.333333,2829.679,2240.249,4217.487,173.2672,0,0,0,6651.365,335.3819,2,2,2,1988,355000,619,247600,107400,0,0,0.16,2,3772.906,3,0,0,1,0,4,0.2876821,12.77987,12.77987,0,0,1.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80093,-73.70335,40.67167,45.4006,110575,0,31.1864,51.1864,0,9.49153,0,8.13559,0,2015,3897.86,1,2685.14,2032.548,4263.395,337.744,0,0,0,13734.31,500.9093,2,2,2,1743,453000,982,392800,60200,0,0,0.29,1,2685.14,3,0,0,1,0,3,0,13.02365,13.02365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80093,-73.70335,40.67167,45.4006,110575,0,31.1864,51.1864,0,9.49153,0,8.13559,0,2015,3897.86,1,2685.14,2032.548,4263.395,337.744,0,0,0,13734.31,500.9093,2,2,2,1743,453000,982,392800,60200,0,0,0.29,1,2685.14,3,0,0,1,0,3,0,13.02365,13.02365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148538,-73.69881,40.67724,31.9728,119866,4.72441,67.4541,16.0105,0,13.1234,0,3.41207,0,2014,4434.408,1.333333,3409.378,2294.795,4781.358,21.25736,0,0,0,7882.786,377.1093,2,2,2,1431,404000,831,332400,71600,0,0,0.15,1,4545.837,4,0,0,0,1,5.333333,0.2876821,12.90917,12.90917,0,0,0,1.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101764,-73.70808,40.6855,43.4389,101065,2.857143,8.16327,55.5102,0,14.2857,0,4.89796,17.1429,2015,5484.727,1,3866.618,1500.082,5652.864,1077.182,0,0,0,6352.861,327.7731,2,2,2,1598,330000,530,212000,118000,0,0,0.14,1,3866.618,4,0,0,0,1,4,0,12.70685,12.70685,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101764,-73.70808,40.6855,43.4389,101065,2.857143,8.16327,55.5102,0,14.2857,0,4.89796,17.1429,2015,5484.727,1,3866.618,1500.082,5652.864,1077.182,0,0,0,6352.861,327.7731,2,2,2,1598,330000,530,212000,118000,0,0,0.14,1,3866.618,4,0,0,0,1,4,0,12.70685,12.70685,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156415,-73.70833,40.68502,43.4389,101065,2.857143,8.16327,55.5102,0,14.2857,0,4.89796,17.1429,2013,5438.554,1.083333,3809.755,1475.916,5699.345,1051.356,0,0,0,6081.246,322.4146,2,2,2,1849,350000,748,299200,50800,0,0,0.14,1,4127.234,4,0,0,0,1,4.333333,0.0800427,12.76569,12.76569,0,0,0,1.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89379,-73.70626,40.68532,28.5351,117619,10.04016,21.0843,68.4739,0,6.2249,0,4.21687,0,2015,5428.723,1,3899.85,1652.372,5536.099,967.4581,0,0,0,6253.945,325.6525,1,1,1,1766,347000,540,216000,131000,0,0,0.14,1,3899.85,4,0,0,0,1,4,0,12.75708,12.75708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89379,-73.70626,40.68532,28.5351,117619,10.04016,21.0843,68.4739,0,6.2249,0,4.21687,0,2015,5428.723,1,3899.85,1652.372,5536.099,967.4581,0,0,0,6253.945,325.6525,1,1,1,1766,347000,540,216000,131000,0,0,0.14,1,3899.85,4,0,0,0,1,4,0,12.75708,12.75708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118013,-73.70649,40.68484,28.5351,117619,10.04016,21.0843,68.4739,0,6.2249,0,4.21687,0,2013,5381.048,1.083333,3842.904,1629.183,5570.063,935.4465,0,0,0,6424.225,328.4548,3,4,3.5,3094,175000,863,345200,-170200,0,1,0.14,1,4163.146,4,0,0,0,1,4.333333,0.0800427,12.07254,12.07254,0,0,0,1.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
